Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
2019-08-27,Northern,677.96,694.63,26.88,34.55,341.97,367.38
2019-08-27,Western,"1,195.67","1,093.26",37.08,44.16,42.17,100.41
2019-08-27,Southern,565.41,528.02,67.16,56.21,96.14,106.82
2019-08-27,Eastern,492.31,426.29,NaN,NaN,90.02,104.53
2019-08-27,NorthEastern,30.50,32.14,NaN,NaN,30.44,17.59
2019-08-28,Northern,677.96,743.75,26.88,34.56,341.97,370.53
2019-08-28,Western,"1,195.67","1,136.90",37.08,44.31,42.17,114.75
2019-08-28,Southern,568.41,555.73,67.16,56.34,96.14,111.57
2019-08-28,Eastern,496.98,427.13,NaN,NaN,90.02,100.68
2019-08-28,NorthEastern,30.50,29.47,NaN,NaN,30.44,18.15
2019-08-29,Northern,677.96,751.45,26.88,34.55,341.97,369.87
2019-08-29,Western,"1,180.56","1,163.62",37.08,44.37,42.17,111.56
2019-08-29,Southern,572.08,570.22,67.16,55.69,96.14,102.64
2019-08-29,Eastern,496.98,430.44,NaN,NaN,90.02,104.85
2019-08-29,NorthEastern,34.83,33.08,NaN,NaN,30.44,17.51
2019-08-30,Northern,677.96,740.35,26.88,34.57,341.97,363.77
2019-08-30,Western,"1,174.25","1,148.12",37.08,44.34,42.17,95.92
2019-08-30,Southern,572.08,565.15,67.16,57.02,96.14,88.64
2019-08-30,Eastern,496.98,445.33,NaN,NaN,90.02,103.99
2019-08-30,NorthEastern,34.83,32.57,NaN,NaN,30.44,17.17
2019-08-31,Northern,677.96,739.96,26.88,34.48,341.97,357.80
2019-08-31,Western,"1,194.25","1,132.88",37.08,44.35,42.17,99.25
2019-08-31,Southern,589.08,527.59,67.16,57.19,96.14,86.16
2019-08-31,Eastern,496.98,475.44,NaN,NaN,90.02,99.50
2019-08-31,NorthEastern,34.83,28.34,NaN,NaN,30.44,16.77
2019-09-01,Northern,696.56,670.26,27.00,34.59,257.05,358.80
2019-09-01,Western,"1,222.95","1,036.08",37.14,44.44,45.76,97.77
2019-09-01,Southern,579.38,485.33,46.83,57.11,100.04,83.10
2019-09-01,Eastern,510.82,453.61,NaN,NaN,86.01,100.03
2019-09-01,NorthEastern,34.45,24.82,NaN,NaN,33.99,15.15
2019-09-02,Northern,696.56,656.03,27.00,34.49,257.05,354.50
2019-09-02,Western,"1,222.95","1,061.50",37.14,44.47,45.76,102.94
2019-09-02,Southern,579.38,465.71,46.83,57.07,100.04,87.67
2019-09-02,Eastern,510.82,464.04,NaN,NaN,86.01,95.01
2019-09-02,NorthEastern,34.45,22.47,NaN,NaN,33.99,15.78
2019-09-03,Northern,693.92,673.06,27.00,34.43,257.05,362.66
2019-09-03,Western,"1,222.95","1,072.51",37.14,44.35,45.76,102.27
2019-09-03,Southern,579.38,473.66,46.83,56.98,100.04,98.91
2019-09-03,Eastern,500.22,477.75,NaN,NaN,86.01,92.62
2019-09-03,NorthEastern,34.45,29.79,NaN,NaN,33.99,14.24
2019-09-04,Northern,693.92,653.32,27.00,34.50,257.05,362.28
2019-09-04,Western,"1,222.95","1,077.45",37.14,44.33,45.76,104.30
2019-09-04,Southern,579.38,460.83,46.83,56.91,100.04,110.73
2019-09-04,Eastern,500.22,484.30,NaN,NaN,86.01,92.66
2019-09-04,NorthEastern,34.45,26.21,NaN,NaN,33.99,17.48
2019-09-05,Northern,693.92,641.19,27.00,34.20,257.05,361.51
2019-09-05,Western,"1,234.83","1,050.90",37.14,42.41,45.76,98.40
2019-09-05,Southern,579.38,453.20,46.83,56.82,100.04,126.41
2019-09-05,Eastern,500.22,483.51,NaN,NaN,86.01,95.16
2019-09-05,NorthEastern,35.03,29.05,NaN,NaN,33.99,17.55
2019-09-06,Northern,706.96,635.47,27.00,34.26,257.05,372.66
2019-09-06,Western,"1,234.83","1,050.72",37.14,42.51,45.76,110.59
2019-09-06,Southern,579.38,440.07,46.83,56.52,100.04,150.77
2019-09-06,Eastern,500.22,484.18,NaN,NaN,86.01,89.14
2019-09-06,NorthEastern,35.03,27.56,NaN,NaN,33.99,19.17
2019-09-07,Northern,706.96,640.36,27.00,34.61,257.05,373.75
2019-09-07,Western,"1,227.21","1,049.24",37.14,43.84,45.76,119.29
2019-09-07,Southern,583.38,417.92,46.83,56.97,100.04,159.16
2019-09-07,Eastern,500.22,467.25,NaN,NaN,86.01,90.46
2019-09-07,NorthEastern,35.03,27.98,NaN,NaN,33.99,21.78
2019-09-08,Northern,706.96,615.75,27.00,34.64,257.05,369.13
2019-09-08,Western,"1,227.21",997.93,37.14,44.10,45.76,117.19
2019-09-08,Southern,583.38,407.23,46.83,58.89,100.04,148.63
2019-09-08,Eastern,500.22,435.81,NaN,NaN,86.01,95.10
2019-09-08,NorthEastern,35.51,28.44,NaN,NaN,33.99,18.83
2019-09-09,Northern,710.14,664.57,27.00,34.49,257.05,362.96
2019-09-09,Western,"1,230.76","1,039.11",37.14,44.14,45.76,112.10
2019-09-09,Southern,583.38,429.72,46.83,61.64,100.04,171.99
2019-09-09,Eastern,500.87,452.97,NaN,NaN,86.01,101.54
2019-09-09,NorthEastern,35.51,29.52,NaN,NaN,33.99,18.30
2019-09-10,Northern,710.14,713.87,27.00,34.41,257.05,366.14
2019-09-10,Western,"1,231.81","1,061.40",37.14,44.27,45.76,107.01
2019-09-10,Southern,583.38,468.27,46.83,61.53,100.04,174.72
2019-09-10,Eastern,500.87,466.78,NaN,NaN,86.01,103.28
2019-09-10,NorthEastern,35.51,28.85,NaN,NaN,33.99,22.61
2019-09-11,Northern,709.58,717.84,27.00,34.36,257.05,355.04
2019-09-11,Western,"1,231.21","1,061.43",37.14,44.34,45.76,104.50
2019-09-11,Southern,583.38,497.43,46.83,61.47,100.04,166.30
2019-09-11,Eastern,500.87,465.61,NaN,NaN,86.01,105.58
2019-09-11,NorthEastern,35.51,28.80,NaN,NaN,33.99,21.89
2019-09-12,Northern,709.58,728.94,27.00,34.55,257.05,352.61
2019-09-12,Western,"1,231.21",999.72,37.14,44.23,45.76,99.20
2019-09-12,Southern,588.27,485.80,46.83,61.49,100.04,165.48
2019-09-12,Eastern,500.87,437.60,NaN,NaN,86.01,102.69
2019-09-12,NorthEastern,35.51,23.90,NaN,NaN,33.99,26.15
2019-09-13,Northern,712.80,708.41,27.00,34.51,257.05,342.76
2019-09-13,Western,"1,231.21",994.25,37.14,43.56,45.76,104.71
2019-09-13,Southern,588.27,488.74,46.83,62.31,100.04,166.59
2019-09-13,Eastern,500.87,418.06,NaN,NaN,86.01,103.72
2019-09-13,NorthEastern,35.51,24.80,NaN,NaN,33.99,22.81
2019-09-14,Northern,712.80,713.19,27.00,34.70,257.05,331.54
2019-09-14,Western,"1,243.09","1,003.35",37.14,42.38,45.76,102.76
2019-09-14,Southern,588.27,486.20,46.83,61.40,100.04,165.91
2019-09-14,Eastern,500.87,441.02,NaN,NaN,86.01,101.91
2019-09-14,NorthEastern,35.51,31.08,NaN,NaN,33.99,22.79
2019-09-15,Northern,712.80,677.75,27.00,34.77,257.05,323.43
2019-09-15,Western,"1,241.50",969.46,37.14,41.28,45.76,111.89
2019-09-15,Southern,588.27,478.16,46.83,60.70,100.04,159.36
2019-09-15,Eastern,495.87,427.40,NaN,NaN,86.01,104.93
2019-09-15,NorthEastern,34.94,36.16,NaN,NaN,33.99,22.51
2019-09-16,Northern,703.00,668.07,27.00,33.57,257.05,327.29
2019-09-16,Western,"1,267.42","1,005.03",37.14,41.00,45.76,123.87
2019-09-16,Southern,592.00,496.40,46.83,61.70,100.04,165.82
2019-09-16,Eastern,495.87,449.87,NaN,NaN,86.01,100.77
2019-09-16,NorthEastern,34.94,36.73,NaN,NaN,33.99,27.52
2019-09-17,Northern,703.00,665.46,27.00,33.60,257.05,322.85
2019-09-17,Western,"1,267.42","1,073.40",37.14,32.25,45.76,114.80
2019-09-17,Southern,592.00,500.24,46.83,62.47,100.04,147.87
2019-09-17,Eastern,495.87,450.47,NaN,NaN,86.01,91.09
2019-09-17,NorthEastern,34.94,36.57,NaN,NaN,33.99,26.91
2019-09-18,Northern,703.00,694.28,27.00,33.71,257.05,305.45
2019-09-18,Western,"1,267.42","1,086.83",37.14,14.32,45.76,115.60
2019-09-18,Southern,592.00,459.78,46.83,61.53,100.04,152.58
2019-09-18,Eastern,495.87,443.45,NaN,NaN,86.01,82.66
2019-09-18,NorthEastern,34.94,38.97,NaN,NaN,33.99,26.01
2019-09-19,Northern,703.00,671.52,27.00,33.83,257.05,296.65
2019-09-19,Western,"1,269.92","1,066.08",37.14,27.30,45.76,123.45
2019-09-19,Southern,592.00,484.07,46.83,61.45,100.04,151.28
2019-09-19,Eastern,495.87,454.44,NaN,NaN,86.01,96.58
2019-09-19,NorthEastern,34.94,40.09,NaN,NaN,33.99,22.61
2019-09-20,Northern,703.00,676.92,27.00,34.89,257.05,290.70
2019-09-20,Western,"1,287.65","1,097.65",37.14,29.26,45.76,114.52
2019-09-20,Southern,587.84,495.43,46.83,62.40,100.04,152.57
2019-09-20,Eastern,495.87,464.31,NaN,NaN,86.01,98.55
2019-09-20,NorthEastern,34.94,39.72,NaN,NaN,33.99,18.93
2019-09-21,Northern,704.90,671.51,27.00,34.91,257.05,287.89
2019-09-21,Western,"1,290.95","1,096.93",37.14,38.59,45.76,111.26
2019-09-21,Southern,603.84,511.45,46.83,62.08,100.04,151.89
2019-09-21,Eastern,504.67,469.18,NaN,NaN,86.01,90.79
2019-09-21,NorthEastern,34.94,39.49,NaN,NaN,33.99,20.27
2019-09-22,Northern,704.90,598.13,27.00,35.10,257.05,268.60
2019-09-22,Western,"1,299.62","1,008.97",37.14,40.06,45.76,117.01
2019-09-22,Southern,607.95,495.47,46.83,62.17,100.04,151.48
2019-09-22,Eastern,509.67,448.99,NaN,NaN,86.01,89.36
2019-09-22,NorthEastern,34.94,37.87,NaN,NaN,33.99,19.93
2019-09-23,Northern,704.90,613.60,27.00,35.01,257.05,251.66
2019-09-23,Western,"1,299.62","1,082.19",37.14,41.31,45.76,117.55
2019-09-23,Southern,607.95,545.73,46.83,62.16,100.04,153.02
2019-09-23,Eastern,509.67,465.57,NaN,NaN,86.01,89.22
2019-09-23,NorthEastern,34.94,33.49,NaN,NaN,33.99,23.53
2019-09-24,Northern,704.90,627.61,27.00,34.94,257.05,249.15
2019-09-24,Western,"1,299.62","1,093.56",37.14,43.10,45.76,121.43
2019-09-24,Southern,613.09,541.64,46.83,61.00,100.04,144.62
2019-09-24,Eastern,509.67,431.02,NaN,NaN,86.01,92.88
2019-09-24,NorthEastern,34.94,32.67,NaN,NaN,33.99,26.69
2019-09-25,Northern,701.82,619.45,27.00,34.75,257.05,266.73
2019-09-25,Western,"1,299.62","1,058.62",37.14,43.41,45.76,127.57
2019-09-25,Southern,613.09,504.92,46.83,61.13,100.04,149.71
2019-09-25,Eastern,509.67,403.27,NaN,NaN,86.01,69.53
2019-09-25,NorthEastern,34.94,31.73,NaN,NaN,33.99,28.60
2019-09-26,Northern,701.82,559.60,27.00,34.80,257.05,271.90
2019-09-26,Western,"1,305.42","1,059.87",37.14,42.31,45.76,111.25
2019-09-26,Southern,613.09,479.47,46.83,61.24,100.04,142.43
2019-09-26,Eastern,513.67,391.97,NaN,NaN,86.01,73.80
2019-09-26,NorthEastern,34.94,32.05,NaN,NaN,33.99,27.21
2019-09-27,Northern,701.82,500.75,27.00,34.71,257.05,283.06
2019-09-27,Western,"1,305.42","1,060.02",37.14,41.86,45.76,110.52
2019-09-27,Southern,618.34,451.77,46.83,61.24,100.04,149.97
2019-09-27,Eastern,513.67,388.32,NaN,NaN,86.01,84.17
2019-09-27,NorthEastern,34.94,33.13,NaN,NaN,33.99,25.83
2019-09-28,Northern,701.82,449.11,27.00,29.45,257.05,274.59
2019-09-28,Western,"1,305.42","1,023.17",37.14,43.61,45.76,100.39
2019-09-28,Southern,618.34,441.12,46.83,61.14,100.04,162.27
2019-09-28,Eastern,524.27,371.31,NaN,NaN,86.01,82.22
2019-09-28,NorthEastern,34.94,34.76,NaN,NaN,33.99,23.20
2019-09-29,Northern,701.82,402.14,27.00,29.65,257.05,268.23
2019-09-29,Western,"1,305.42",928.00,37.14,44.12,45.76,101.47
2019-09-29,Southern,618.34,417.23,46.83,61.05,100.04,147.96
2019-09-29,Eastern,526.57,329.95,NaN,NaN,86.01,77.81
2019-09-29,NorthEastern,34.94,34.30,NaN,NaN,33.99,24.01
2019-09-30,Northern,701.82,428.04,27.00,29.50,257.05,274.19
2019-09-30,Western,"1,313.42",988.81,37.14,44.15,45.76,92.78
2019-09-30,Southern,618.34,455.57,46.83,61.05,100.04,163.95
2019-09-30,Eastern,526.57,328.27,NaN,NaN,86.01,88.67
2019-09-30,NorthEastern,34.94,34.48,NaN,NaN,33.99,22.81
2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33
2019-10-01,Western,"1,332.38","1,011.09",34.02,43.30,34.47,107.53
2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79
2019-10-01,Eastern,530.46,345.83,NaN,NaN,64.81,90.19
2019-10-01,NorthEastern,34.89,34.44,NaN,NaN,26.91,23.58
2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71
2019-10-02,Western,"1,332.38",992.33,34.02,43.77,34.47,102.53
2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14
2019-10-02,Eastern,530.46,371.10,NaN,NaN,64.81,88.38
2019-10-02,NorthEastern,34.89,34.12,NaN,NaN,26.91,26.67
2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02
2019-10-03,Western,"1,332.38","1,067.69",34.02,44.04,34.47,105.36
2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65
2019-10-03,Eastern,530.46,402.84,NaN,NaN,64.81,95.33
2019-10-03,NorthEastern,34.89,35.60,NaN,NaN,26.91,23.99
2019-10-04,Northern,705.36,533.05,30.72,34.80,157.27,214.56
2019-10-04,Western,"1,332.38","1,079.78",34.02,44.16,34.47,97.66
2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43
2019-10-04,Eastern,530.46,433.06,NaN,NaN,64.81,105.92
2019-10-04,NorthEastern,34.89,40.64,NaN,NaN,26.91,23.48
2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96
2019-10-05,Western,"1,332.38","1,092.20",34.02,44.12,34.47,98.86
2019-10-05,Southern,597.38,519.98,46.77,56.08,84.88,96.11
2019-10-05,Eastern,530.46,455.42,NaN,NaN,64.81,91.02
2019-10-05,NorthEastern,34.89,40.46,NaN,NaN,26.91,23.05
2019-10-06,Northern,702.58,570.34,30.72,34.97,157.27,206.44
2019-10-06,Western,"1,343.26","1,045.30",34.02,44.06,34.47,95.49
2019-10-06,Southern,597.38,476.13,46.77,60.15,84.88,91.32
2019-10-06,Eastern,530.46,430.30,NaN,NaN,64.81,82.88
2019-10-06,NorthEastern,34.89,38.96,NaN,NaN,26.91,23.09
2019-10-07,Northern,702.58,576.76,30.72,35.03,157.27,204.22
2019-10-07,Western,"1,343.26","1,076.27",34.02,44.07,34.47,99.83
2019-10-07,Southern,597.38,458.20,46.77,61.60,84.88,97.37
2019-10-07,Eastern,530.46,416.73,NaN,NaN,64.81,79.35
2019-10-07,NorthEastern,34.89,36.63,NaN,NaN,26.91,17.84
2019-10-08,Northern,702.58,545.57,30.72,35.11,157.27,207.69
2019-10-08,Western,"1,343.26",982.72,34.02,44.06,34.47,97.57
2019-10-08,Southern,597.38,430.65,46.77,61.55,84.88,128.77
2019-10-08,Eastern,530.46,384.79,NaN,NaN,64.81,78.00
2019-10-08,NorthEastern,34.89,32.73,NaN,NaN,26.91,17.43
2019-10-09,Northern,702.58,579.08,30.72,35.12,157.27,198.70
2019-10-09,Western,"1,343.26","1,056.87",34.02,43.99,34.47,100.69
2019-10-09,Southern,597.38,456.24,46.77,61.15,84.88,144.59
2019-10-09,Eastern,528.19,388.32,NaN,NaN,64.81,87.17
2019-10-09,NorthEastern,34.89,32.22,NaN,NaN,26.91,16.78
2019-10-10,Northern,702.58,611.73,30.72,35.19,157.27,199.06
2019-10-10,Western,"1,343.26","1,108.71",34.02,43.98,34.47,99.67
2019-10-10,Southern,597.38,486.29,46.77,61.10,84.88,155.45
2019-10-10,Eastern,528.19,414.17,NaN,NaN,64.81,89.64
2019-10-10,NorthEastern,34.89,35.06,NaN,NaN,26.91,16.21
2019-10-11,Northern,711.55,611.54,30.72,35.25,157.27,185.76
2019-10-11,Western,"1,343.26","1,148.18",34.02,44.14,34.47,88.07
2019-10-11,Southern,605.33,490.32,46.77,61.02,84.88,165.76
2019-10-11,Eastern,528.19,422.06,NaN,NaN,64.81,89.45
2019-10-11,NorthEastern,34.89,35.60,NaN,NaN,26.91,15.40
2019-10-12,Northern,711.55,609.08,30.72,35.19,157.27,185.76
2019-10-12,Western,"1,343.26","1,163.14",34.02,44.12,34.47,73.23
2019-10-12,Southern,605.33,493.22,46.77,60.82,84.88,153.82
2019-10-12,Eastern,528.19,437.83,NaN,NaN,64.81,87.63
2019-10-12,NorthEastern,34.89,34.77,NaN,NaN,26.91,15.01
2019-10-13,Northern,711.55,581.67,30.72,35.12,157.27,178.42
2019-10-13,Western,"1,343.26","1,128.25",34.02,44.06,34.47,73.55
2019-10-13,Southern,605.33,478.63,46.77,61.75,84.88,134.20
2019-10-13,Eastern,528.19,433.47,NaN,NaN,64.81,80.06
2019-10-13,NorthEastern,34.89,34.28,NaN,NaN,26.91,13.54
2019-10-14,Northern,714.33,623.67,30.72,35.17,157.27,172.16
2019-10-14,Western,"1,343.26","1,175.17",34.02,44.06,34.47,89.24
2019-10-14,Southern,605.33,487.01,46.77,58.48,84.88,149.53
2019-10-14,Eastern,528.19,451.03,NaN,NaN,64.81,79.85
2019-10-14,NorthEastern,34.89,35.00,NaN,NaN,26.91,13.39
2019-10-15,Northern,711.29,628.74,30.72,35.16,157.27,170.86
2019-10-15,Western,"1,341.76","1,196.52",34.02,44.03,34.47,81.92
2019-10-15,Southern,605.37,509.50,46.77,38.67,84.88,151.38
2019-10-15,Eastern,528.19,464.97,NaN,NaN,64.81,78.80
2019-10-15,NorthEastern,34.89,32.16,NaN,NaN,26.91,12.80
2019-10-16,Northern,711.29,626.83,30.72,35.12,157.27,166.43
2019-10-16,Western,"1,341.76","1,215.99",34.02,44.06,34.47,73.11
2019-10-16,Southern,612.50,526.97,46.77,38.85,84.88,145.68
2019-10-16,Eastern,528.19,466.91,NaN,NaN,64.81,74.07
2019-10-16,NorthEastern,34.89,31.53,NaN,NaN,26.91,11.99
2019-10-17,Northern,711.29,628.69,30.72,35.17,157.27,164.31
2019-10-17,Western,"1,341.76","1,236.71",34.02,44.10,34.47,83.78
2019-10-17,Southern,612.50,496.24,46.77,53.89,84.88,148.90
2019-10-17,Eastern,528.19,454.64,NaN,NaN,64.81,75.77
2019-10-17,NorthEastern,34.89,31.25,NaN,NaN,26.91,12.10
2019-10-18,Northern,711.29,583.54,30.72,35.14,157.27,162.90
2019-10-18,Western,"1,341.76","1,238.35",34.02,44.05,34.47,74.22
2019-10-18,Southern,612.50,484.38,46.77,61.13,84.88,126.43
2019-10-18,Eastern,528.19,462.95,NaN,NaN,64.81,74.54
2019-10-18,NorthEastern,34.89,30.59,NaN,NaN,26.91,11.81
2019-10-19,Northern,713.94,570.67,30.72,35.17,157.27,161.63
2019-10-19,Western,"1,341.76","1,203.20",34.02,44.13,34.47,67.49
2019-10-19,Southern,612.50,491.80,46.77,48.47,84.88,95.36
2019-10-19,Eastern,528.19,455.96,NaN,NaN,64.81,73.25
2019-10-19,NorthEastern,34.89,31.32,NaN,NaN,26.91,11.69
2019-10-20,Northern,711.29,542.82,30.72,35.28,157.27,159.31
2019-10-20,Western,"1,341.76","1,151.99",34.02,44.17,34.47,60.55
2019-10-20,Southern,612.50,453.79,46.77,47.50,84.88,94.38
2019-10-20,Eastern,528.19,438.83,NaN,NaN,64.81,68.23
2019-10-20,NorthEastern,35.47,28.83,NaN,NaN,26.91,11.26
2019-10-21,Northern,711.29,532.82,30.72,35.35,157.27,160.46
2019-10-21,Western,"1,341.76","1,143.61",34.02,44.13,34.47,76.54
2019-10-21,Southern,613.50,447.17,46.77,47.63,84.88,132.52
2019-10-21,Eastern,528.19,426.52,NaN,NaN,64.81,67.59
2019-10-21,NorthEastern,35.47,28.38,NaN,NaN,26.91,10.57
2019-10-22,Northern,714.33,523.80,30.72,35.17,157.27,155.74
2019-10-22,Western,"1,341.76","1,168.27",34.02,44.17,34.47,82.66
2019-10-22,Southern,613.50,440.54,46.77,51.34,84.88,154.61
2019-10-22,Eastern,528.19,431.44,NaN,NaN,64.81,66.35
2019-10-22,NorthEastern,35.47,29.13,NaN,NaN,26.91,11.35
2019-10-23,Northern,714.33,527.15,30.72,34.16,157.27,158.47
2019-10-23,Western,"1,337.94","1,142.78",34.02,44.10,34.47,77.66
2019-10-23,Southern,613.50,422.36,46.77,61.65,84.88,142.68
2019-10-23,Eastern,528.19,438.77,NaN,NaN,64.81,61.47
2019-10-23,NorthEastern,35.47,33.08,NaN,NaN,26.91,10.85
2019-10-24,Northern,714.33,524.94,30.72,35.43,157.27,155.07
2019-10-24,Western,"1,337.94","1,103.60",34.02,44.21,34.47,72.36
2019-10-24,Southern,613.50,405.30,46.77,61.86,84.88,136.76
2019-10-24,Eastern,528.19,416.14,NaN,NaN,64.81,63.73
2019-10-24,NorthEastern,35.47,32.92,NaN,NaN,26.91,10.54
2019-10-25,Northern,714.26,533.61,30.72,32.58,157.27,152.57
2019-10-25,Western,"1,337.94","1,060.10",34.02,44.18,34.47,69.99
2019-10-25,Southern,613.50,399.42,46.77,61.99,84.88,141.52
2019-10-25,Eastern,528.19,390.90,NaN,NaN,64.81,63.93
2019-10-25,NorthEastern,35.47,31.49,NaN,NaN,26.91,10.95
2019-10-26,Northern,714.26,513.71,30.72,30.62,157.27,150.46
2019-10-26,Western,"1,337.94",981.09,34.02,43.30,34.47,62.00
2019-10-26,Southern,603.70,376.55,46.77,61.16,84.88,150.03
2019-10-26,Eastern,528.19,372.94,NaN,NaN,64.81,64.09
2019-10-26,NorthEastern,35.47,29.52,NaN,NaN,26.91,15.42
2019-10-27,Northern,714.26,496.38,30.72,31.47,157.27,153.02
2019-10-27,Western,"1,340.74",918.29,34.02,38.64,34.47,59.51
2019-10-27,Southern,603.70,333.01,46.77,61.07,84.88,140.29
2019-10-27,Eastern,528.19,374.66,NaN,NaN,64.81,64.09
2019-10-27,NorthEastern,35.47,30.46,NaN,NaN,26.91,18.28
2019-10-28,Northern,716.91,452.11,30.72,35.11,157.27,143.97
2019-10-28,Western,"1,340.74",905.77,34.02,38.63,34.47,64.34
2019-10-28,Southern,603.70,310.22,46.77,60.89,84.88,148.61
2019-10-28,Eastern,528.19,382.96,NaN,NaN,64.81,68.18
2019-10-28,NorthEastern,35.47,31.40,NaN,NaN,26.91,15.82
2019-10-29,Northern,716.98,459.38,30.72,31.08,157.27,136.70
2019-10-29,Western,"1,340.74",987.29,34.02,38.60,34.47,41.00
2019-10-29,Southern,603.70,322.37,46.77,60.87,84.88,150.42
2019-10-29,Eastern,527.42,391.34,NaN,NaN,64.81,62.07
2019-10-29,NorthEastern,35.47,34.29,NaN,NaN,26.91,15.76
2019-10-30,Northern,716.98,490.32,30.72,30.97,157.27,138.88
2019-10-30,Western,"1,340.74","1,013.70",34.02,38.56,34.47,50.28
2019-10-30,Southern,603.70,341.24,46.77,61.97,84.88,156.15
2019-10-30,Eastern,527.42,392.62,NaN,NaN,64.81,64.54
2019-10-30,NorthEastern,35.47,35.45,NaN,NaN,26.91,15.42
2019-10-31,Northern,716.98,514.54,30.72,32.28,157.27,138.37
2019-10-31,Western,"1,340.74","1,058.90",34.02,36.59,34.47,49.13
2019-10-31,Southern,603.70,341.38,46.77,61.82,84.88,161.89
2019-10-31,Eastern,527.42,402.32,NaN,NaN,64.81,62.07
2019-10-31,NorthEastern,35.47,34.75,NaN,NaN,26.91,14.93
2019-11-01,Northern,678.04,531.00,30.83,34.09,117.75,140.00
2019-11-01,Western,"1,302.91","1,096.04",23.07,23.79,36.40,54.13
2019-11-01,Southern,580.74,356.70,67.23,61.48,64.27,163.37
2019-11-01,Eastern,480.63,401.70,NaN,NaN,37.92,63.16
2019-11-01,NorthEastern,35.52,34.95,NaN,NaN,18.37,12.94
2019-11-02,Northern,678.04,534.60,30.83,35.19,117.75,136.60
2019-11-02,Western,"1,302.91","1,109.17",23.07,23.97,36.40,56.82
2019-11-02,Southern,580.74,376.99,67.23,53.42,64.27,168.61
2019-11-02,Eastern,480.63,425.24,NaN,NaN,37.92,58.06
2019-11-02,NorthEastern,35.52,34.68,NaN,NaN,18.37,12.39
2019-11-03,Northern,678.15,514.18,30.83,35.40,117.75,136.31
2019-11-03,Western,"1,302.91","1,059.68",23.07,25.39,36.40,50.23
2019-11-03,Southern,580.74,361.95,67.23,61.62,64.27,154.31
2019-11-03,Eastern,480.63,438.64,NaN,NaN,37.92,50.98
2019-11-03,NorthEastern,35.52,35.40,NaN,NaN,18.37,12.19
2019-11-04,Northern,668.86,546.36,30.83,35.13,117.75,136.41
2019-11-04,Western,"1,302.91","1,114.02",23.07,25.59,36.40,53.55
2019-11-04,Southern,580.74,398.19,67.23,61.61,64.27,165.73
2019-11-04,Eastern,480.63,459.75,NaN,NaN,37.92,53.80
2019-11-04,NorthEastern,35.52,35.88,NaN,NaN,18.37,11.59
2019-11-05,Northern,668.86,542.79,30.83,35.44,117.75,138.45
2019-11-05,Western,"1,300.35","1,147.66",23.07,25.75,36.40,49.12
2019-11-05,Southern,580.74,446.18,67.23,59.46,64.27,147.46
2019-11-05,Eastern,480.63,472.65,NaN,NaN,37.92,49.49
2019-11-05,NorthEastern,35.52,36.12,NaN,NaN,18.37,11.37
2019-11-06,Northern,670.82,537.90,30.83,36.48,117.75,130.75
2019-11-06,Western,"1,300.35","1,164.20",23.07,25.69,36.40,44.60
2019-11-06,Southern,580.74,481.58,67.23,56.84,64.27,135.04
2019-11-06,Eastern,480.63,494.02,NaN,NaN,37.92,44.33
2019-11-06,NorthEastern,35.52,35.04,NaN,NaN,18.37,12.19
2019-11-07,Northern,670.82,506.62,30.83,35.49,117.75,135.34
2019-11-07,Western,"1,300.35","1,134.20",23.07,25.69,36.40,36.75
2019-11-07,Southern,571.91,483.72,67.23,55.82,64.27,110.97
2019-11-07,Eastern,480.63,463.50,NaN,NaN,37.92,42.38
2019-11-07,NorthEastern,35.52,33.98,NaN,NaN,18.37,11.84
2019-11-08,Northern,657.39,490.89,30.83,35.31,117.75,134.79
2019-11-08,Western,"1,315.13","1,076.16",23.07,25.64,36.40,31.64
2019-11-08,Southern,571.91,477.80,67.23,55.77,64.27,119.56
2019-11-08,Eastern,484.24,449.91,NaN,NaN,37.92,40.23
2019-11-08,NorthEastern,34.95,33.48,NaN,NaN,18.37,11.33
2019-11-09,Northern,657.39,485.72,30.83,35.56,117.75,136.86
2019-11-09,Western,"1,315.13","1,087.21",23.07,25.74,36.40,36.81
2019-11-09,Southern,576.09,441.54,67.23,55.86,64.27,150.24
2019-11-09,Eastern,484.24,434.75,NaN,NaN,37.92,40.48
2019-11-09,NorthEastern,34.95,34.17,NaN,NaN,18.37,11.12
2019-11-10,Northern,647.61,482.93,30.83,35.67,117.75,134.04
2019-11-10,Western,"1,290.39","1,083.84",23.07,25.66,36.40,33.83
2019-11-10,Southern,576.09,421.66,67.23,55.79,64.27,127.48
2019-11-10,Eastern,474.57,425.11,NaN,NaN,37.92,44.05
2019-11-10,NorthEastern,34.95,32.83,NaN,NaN,18.37,11.79
